threshold,balanced_accuracy,f1_imbalance,precision_imbalance,recall_imbalance
0.7999999999999999,0.9684173705212777,0.9876543209876543,0.9932885906040269,0.9820836098208361
0.8049999999999999,0.9684173705212777,0.9876543209876543,0.9932885906040269,0.9820836098208361
0.8099999999999999,0.9684173705212777,0.9876543209876543,0.9932885906040269,0.9820836098208361
0.815,0.9684173705212777,0.9876543209876543,0.9932885906040269,0.9820836098208361
0.82,0.9684173705212777,0.9876543209876543,0.9932885906040269,0.9820836098208361
0.825,0.9684173705212777,0.9876543209876543,0.9932885906040269,0.9820836098208361
0.83,0.9684173705212777,0.9876543209876543,0.9932885906040269,0.9820836098208361
0.835,0.9684173705212777,0.9876543209876543,0.9932885906040269,0.9820836098208361
0.84,0.9684173705212777,0.9876543209876543,0.9932885906040269,0.9820836098208361
0.845,0.96808558551796,0.9873164218958611,0.9932840832773674,0.9814200398142005
0.8499999999999999,0.9677538005146421,0.9869782971619365,0.9932795698924731,0.9807564698075647
0.8549999999999999,0.9674220155113242,0.9866399465597863,0.9932750504371217,0.980092899800929
0.8599999999999999,0.9667584455046885,0.9859625668449198,0.9932659932659933,0.9787657597876576
0.8649999999999999,0.9667584455046885,0.9859625668449198,0.9932659932659933,0.9787657597876576
0.8699999999999999,0.9667584455046885,0.9859625668449198,0.9932659932659933,0.9787657597876576
0.8749999999999999,0.9667584455046885,0.9859625668449198,0.9932659932659933,0.9787657597876576
0.8799999999999999,0.9664266605013707,0.9856235372785022,0.9932614555256065,0.9781021897810219
0.8849999999999999,0.9664266605013707,0.9856235372785022,0.9932614555256065,0.9781021897810219
0.8899999999999999,0.9664266605013707,0.9856235372785022,0.9932614555256065,0.9781021897810219
0.8949999999999999,0.9664266605013707,0.9856235372785022,0.9932614555256065,0.9781021897810219
0.8999999999999999,0.9664266605013707,0.9856235372785022,0.9932614555256065,0.9781021897810219
0.9049999999999999,0.9664266605013707,0.9856235372785022,0.9932614555256065,0.9781021897810219
0.9099999999999999,0.9664266605013707,0.9856235372785022,0.9932614555256065,0.9781021897810219
0.9149999999999999,0.9664266605013707,0.9856235372785022,0.9932614555256065,0.9781021897810219
0.9199999999999999,0.9664266605013707,0.9856235372785022,0.9932614555256065,0.9781021897810219
0.9249999999999999,0.9683573189369669,0.9856139176982268,0.9939271255060729,0.9774386197743862
0.9299999999999999,0.970287977372563,0.9856042852360227,0.9945945945945946,0.9767750497677505
0.9349999999999999,0.970287977372563,0.9856042852360227,0.9945945945945946,0.9767750497677505
0.94,0.970287977372563,0.9856042852360227,0.9945945945945946,0.9767750497677505
0.945,0.9722186358081593,0.9855946398659966,0.9952638700947226,0.9761114797611148
0.95,0.9722186358081593,0.9855946398659966,0.9952638700947226,0.9761114797611148
